time,vehicle_id,co2,fuel,nox
57.00,veh4,2298.06,733.06,0.96
57.00,veh5,2298.06,733.06,0.96
57.00,veh6,2298.03,733.05,0.96
57.00,veh8,4212.32,1343.94,1.69
57.00,veh9,2818.75,899.27,1.12
58.00,veh10,0.00,0.00,0.00
58.00,veh11,3632.13,1158.87,1.38
58.00,veh12,0.00,0.00,0.00
58.00,veh13,3359.69,1071.85,1.37
58.00,veh14,2701.53,861.83,1.10
58.00,veh15,2286.53,729.39,0.95
58.00,veh17,0.00,0.00,0.00
58.00,veh18,1762.02,562.26,0.51
58.00,veh19,4524.12,1443.43,1.81
58.00,veh2,2298.06,733.06,0.96
58.00,veh27,3414.07,1089.25,1.34
58.00,veh28,4121.60,1314.95,1.69
58.00,veh29,3454.37,1102.11,1.36
58.00,veh3,2298.06,733.06,0.96
58.00,veh37,3261.85,1040.62,1.33
58.00,veh38,2580.50,823.20,1.06
58.00,veh4,2298.06,733.06,0.96
58.00,veh5,2298.06,733.06,0.96
58.00,veh6,2298.04,733.05,0.96
58.00,veh8,3877.31,1237.07,1.51
58.00,veh9,3322.54,1060.00,1.35
59.00,veh10,1955.77,623.93,0.74
59.00,veh11,2501.31,798.12,0.84
59.00,veh12,0.00,0.00,0.00
59.00,veh13,3254.21,1038.21,1.30
59.00,veh14,2538.08,809.70,1.02
59.00,veh15,2315.29,738.57,0.96
59.00,veh17,0.00,0.00,0.00
59.00,veh18,2770.27,883.91,0.99
59.00,veh19,4747.32,1514.65,1.90
59.00,veh2,2298.06,733.06,0.96
59.00,veh27,4197.71,1339.26,1.70
59.00,veh28,4227.13,1348.63,1.72
59.00,veh29,0.00,0.00,0.00
59.00,veh3,2298.06,733.06,0.96
59.00,veh37,3487.59,1112.65,1.43
59.00,veh38,2571.82,820.44,1.05
59.00,veh39,2298.06,733.06,0.96
59.00,veh4,2298.06,733.06,0.96
59.00,veh5,2298.04,733.05,0.96
59.00,veh6,2298.06,733.06,0.96
59.00,veh9,3595.22,1147.01,1.46
60.00,veh10,2697.84,860.67,1.09
60.00,veh11,0.00,0.00,0.00
60.00,veh12,2215.46,706.81,0.83
60.00,veh13,3970.76,1266.82,1.63
60.00,veh14,2943.18,938.94,1.20
60.00,veh15,2433.38,776.25,1.00
60.00,veh17,0.00,0.00,0.00
60.00,veh18,0.00,0.00,0.00
60.00,veh19,5841.71,1863.79,2.40
60.00,veh2,2298.06,733.06,0.96
60.00,veh27,3376.84,1077.40,1.29
60.00,veh28,4239.48,1352.59,1.71
60.00,veh29,0.00,0.00,0.00
60.00,veh3,2298.06,733.06,0.96
60.00,veh37,3399.70,1084.63,1.37
60.00,veh38,2855.47,910.95,1.17
60.00,veh39,2329.59,743.12,0.96
60.00,veh4,2298.06,733.06,0.96
60.00,veh5,2298.06,733.06,0.96
60.00,veh6,2298.04,733.05,0.96
60.00,veh9,3904.66,1245.74,1.59
61.00,veh10,2980.92,950.99,1.21
61.00,veh11,0.00,0.00,0.00
61.00,veh12,2951.88,941.75,1.17
61.00,veh13,3585.79,1144.02,1.43
61.00,veh14,2792.23,890.80,1.12
61.00,veh15,2346.01,748.39,0.95
61.00,veh17,1764.15,562.82,0.63
61.00,veh18,0.00,0.00,0.00
61.00,veh19,2251.71,718.53,0.69
61.00,veh2,2298.06,733.06,0.96
61.00,veh27,0.00,0.00,0.00
61.00,veh28,4019.61,1282.46,1.60
61.00,veh29,2888.83,921.60,1.17
61.00,veh3,2298.06,733.06,0.96
61.00,veh37,2985.21,952.41,1.16
61.00,veh38,2557.17,815.80,1.02
61.00,veh39,2375.91,757.91,0.98
61.00,veh4,2298.06,733.06,0.96
61.00,veh5,2298.06,733.06,0.96
61.00,veh6,2298.06,733.06,0.96
61.00,veh9,3107.12,991.32,1.20
62.00,veh10,2859.59,912.30,1.14
62.00,veh11,0.00,0.00,0.00
62.00,veh12,3793.77,1210.35,1.56
62.00,veh13,4443.81,1417.76,1.83
62.00,veh14,3255.87,1038.72,1.33
62.00,veh15,2575.28,821.54,1.05
62.00,veh16,2298.06,733.06,0.96
62.00,veh17,3012.57,961.10,1.21
62.00,veh18,2612.90,833.59,1.03
62.00,veh19,2378.76,759.05,0.75
62.00,veh2,2298.06,733.06,0.96
62.00,veh27,0.00,0.00,0.00
62.00,veh28,4387.84,1399.94,1.76
62.00,veh29,3284.65,1047.90,1.35
62.00,veh3,2298.06,733.06,0.96
62.00,veh37,3245.37,1035.41,1.28
62.00,veh38,3108.24,991.61,1.27
62.00,veh39,2340.23,746.54,0.96
62.00,veh4,2298.06,733.06,0.96
62.00,veh5,2298.06,733.06,0.96
62.00,veh6,2298.06,733.06,0.96
62.00,veh9,4148.21,1323.46,1.69
63.00,veh10,2860.13,912.48,1.13
63.00,veh11,0.00,0.00,0.00
63.00,veh12,2919.15,931.34,1.13
63.00,veh13,0.00,0.00,0.00
63.00,veh14,3285.25,1048.11,1.33
63.00,veh15,2802.95,894.18,1.15
63.00,veh16,2285.22,728.97,0.95
63.00,veh17,3477.68,1109.50,1.42
63.00,veh18,3334.02,1063.66,1.36
63.00,veh19,0.00,0.00,0.00
63.00,veh2,2298.06,733.06,0.96
63.00,veh27,3125.89,997.26,1.26
63.00,veh28,0.00,0.00,0.00
63.00,veh29,3122.63,996.22,1.26
63.00,veh3,2298.06,733.06,0.96
63.00,veh37,3129.52,998.47,1.21
63.00,veh38,2698.06,860.76,1.07
63.00,veh39,2428.76,774.79,0.99
63.00,veh4,2298.06,733.06,0.96
63.00,veh5,2298.06,733.06,0.96
63.00,veh6,2298.06,733.06,0.96
63.00,veh9,3635.83,1160.01,1.43
64.00,veh10,3449.32,1100.45,1.40
64.00,veh11,2536.86,809.31,1.01
64.00,veh12,3924.65,1252.12,1.60
64.00,veh13,2049.12,653.76,0.74
64.00,veh14,3270.65,1043.46,1.31
64.00,veh15,2922.31,932.28,1.20
64.00,veh16,2430.20,775.23,1.01
64.00,veh17,3292.31,1050.37,1.32
64.00,veh18,2566.48,818.81,0.99
64.00,veh19,0.00,0.00,0.00
64.00,veh2,2298.06,733.06,0.96
64.00,veh27,2089.94,666.78,0.76
64.00,veh28,0.00,0.00,0.00
64.00,veh29,2938.92,937.62,1.16
64.00,veh3,2298.06,733.06,0.96
64.00,veh37,0.00,0.00,0.00
64.00,veh38,3347.23,1067.87,1.36
64.00,veh39,2728.16,870.32,1.12
64.00,veh4,2298.06,733.06,0.96
64.00,veh47,2298.06,733.06,0.96
64.00,veh5,2298.06,733.06,0.96
64.00,veh6,2298.06,733.06,0.96
64.00,veh9,2199.45,701.79,0.74
65.00,veh10,2979.26,950.50,1.17
65.00,veh11,2983.45,951.79,1.22
65.00,veh12,2498.90,797.29,0.91
65.00,veh13,1793.02,572.06,0.62
65.00,veh14,3038.19,969.31,1.19
65.00,veh15,2639.97,842.22,1.05
65.00,veh16,2385.32,760.92,0.98
65.00,veh17,3622.66,1155.77,1.46
65.00,veh18,3317.48,1058.40,1.33
65.00,veh19,0.00,0.00,0.00
65.00,veh2,2298.06,733.06,0.96
65.00,veh27,3300.66,1053.03,1.33
65.00,veh28,4003.85,1277.41,1.61
65.00,veh29,2863.34,913.52,1.12
65.00,veh3,2298.06,733.06,0.96
65.00,veh37,0.00,0.00,0.00
65.00,veh38,3304.12,1054.14,1.33
65.00,veh39,2856.67,911.33,1.17
65.00,veh4,2298.06,733.06,0.96
65.00,veh47,2343.86,747.68,0.97
65.00,veh5,2298.06,733.06,0.96
65.00,veh6,2298.06,733.06,0.96
66.00,veh10,3298.24,1052.28,1.31
66.00,veh11,2583.83,824.32,1.02
66.00,veh12,0.00,0.00,0.00
66.00,veh13,2943.75,939.17,1.16
66.00,veh14,3009.35,960.12,1.17
66.00,veh15,3135.33,1000.26,1.28
66.00,veh16,2454.41,782.97,1.00
66.00,veh17,3454.60,1102.17,1.37
66.00,veh18,3709.83,1183.58,1.51
66.00,veh19,3056.87,975.22,1.25
66.00,veh2,2298.06,733.06,0.96
66.00,veh27,3258.52,1039.60,1.30
66.00,veh28,4119.14,1314.20,1.65
66.00,veh29,3329.09,1062.11,1.33
66.00,veh3,2298.06,733.06,0.96
66.00,veh37,3180.88,1014.79,1.30
66.00,veh38,2976.91,949.76,1.16
66.00,veh39,2650.38,845.53,1.06
66.00,veh4,2298.06,733.06,0.96
66.00,veh47,2493.48,795.42,1.03
66.00,veh5,2298.06,733.06,0.96
66.00,veh6,2298.06,733.06,0.96
67.00,veh10,4124.83,1315.99,1.69
67.00,veh11,3008.67,959.86,1.21
67.00,veh12,0.00,0.00,0.00
67.00,veh13,3252.83,1037.78,1.30
67.00,veh14,3726.70,1188.98,1.49
67.00,veh15,2806.07,895.23,1.11
67.00,veh16,2452.56,782.39,0.99
67.00,veh17,3237.46,1032.91,1.26
67.00,veh18,4084.84,1303.23,1.67
67.00,veh19,2937.73,937.22,1.18
67.00,veh2,2298.06,733.06,0.96
67.00,veh20,2298.06,733.06,0.96
67.00,veh27,2980.58,950.94,1.16
67.00,veh28,4051.86,1292.75,1.61
67.00,veh29,3306.38,1054.88,1.31
67.00,veh3,2298.06,733.06,0.96
67.00,veh37,3360.43,1072.08,1.37
67.00,veh38,3310.52,1056.20,1.31
67.00,veh39,2861.25,912.81,1.15
67.00,veh4,2298.06,733.06,0.96
67.00,veh47,2383.08,760.22,0.97
67.00,veh5,2298.06,733.06,0.96
67.00,veh6,2298.06,733.06,0.96
68.00,veh10,3738.56,1192.77,1.49
68.00,veh11,2850.91,909.54,1.12
68.00,veh12,2240.30,714.63,0.93
68.00,veh13,3993.66,1274.13,1.63
68.00,veh14,0.00,0.00,0.00
68.00,veh15,3325.10,1060.82,1.34
68.00,veh16,2797.82,892.55,1.15
68.00,veh17,4012.33,1280.11,1.61
68.00,veh18,3890.69,1241.30,1.56
68.00,veh19,3202.86,1021.82,1.29
68.00,veh2,2298.06,733.06,0.96
68.00,veh20,2353.97,750.90,0.97
68.00,veh27,3478.65,1109.84,1.38
68.00,veh28,4823.70,1538.99,1.96
68.00,veh29,3671.79,1171.46,1.47
68.00,veh3,2298.06,733.06,0.96
68.00,veh37,2797.32,892.45,1.10
68.00,veh38,3202.33,1021.69,1.25
68.00,veh39,3091.59,986.31,1.25
68.00,veh4,2298.06,733.06,0.96
68.00,veh47,2455.04,783.18,1.00
68.00,veh5,2298.06,733.06,0.96
68.00,veh6,2298.06,733.06,0.96
69.00,veh10,3815.28,1217.26,1.51
69.00,veh11,3155.92,1006.85,1.26
69.00,veh12,2291.45,730.95,0.95
69.00,veh13,2108.59,672.77,0.73
69.00,veh14,2346.31,748.55,0.90
69.00,veh15,3785.68,1207.77,1.55
69.00,veh16,2971.11,947.85,1.22
69.00,veh17,4762.98,1519.60,1.95
69.00,veh18,3519.84,1123.01,1.37
69.00,veh19,3467.45,1106.24,1.41
69.00,veh2,2298.06,733.06,0.96
69.00,veh20,2518.55,803.43,1.04
69.00,veh27,4260.77,1359.36,1.74
69.00,veh28,5323.18,1698.35,2.18
69.00,veh29,4293.40,1369.78,1.75
69.00,veh3,2298.06,733.06,0.96
69.00,veh37,2820.85,899.96,1.10
69.00,veh38,0.00,0.00,0.00
69.00,veh39,3029.63,966.55,1.21
69.00,veh4,2298.06,733.06,0.96
69.00,veh47,2544.02,811.58,1.03
69.00,veh48,2298.06,733.06,0.96
69.00,veh5,2298.06,733.06,0.96
69.00,veh6,2298.06,733.06,0.96
70.00,veh10,0.00,0.00,0.00
70.00,veh11,3226.02,1029.23,1.28
70.00,veh12,2297.83,732.98,0.96
70.00,veh13,0.00,0.00,0.00
70.00,veh14,1867.29,595.74,0.67
70.00,veh15,3265.67,1041.89,1.29
70.00,veh16,2874.72,917.11,1.16
70.00,veh17,4292.66,1369.57,1.72
70.00,veh18,4094.41,1306.32,1.64
70.00,veh19,3542.31,1130.13,1.43
70.00,veh2,2298.06,733.06,0.96
70.00,veh20,2361.46,753.32,0.96
70.00,veh27,3903.44,1245.38,1.56
70.00,veh28,4039.89,1288.97,1.56
70.00,veh29,4335.85,1383.34,1.75
70.00,veh3,2298.06,733.06,0.96
70.00,veh37,3361.36,1072.41,1.34
70.00,veh38,0.00,0.00,0.00
70.00,veh39,3513.26,1120.85,1.43
70.00,veh4,2298.06,733.06,0.96
70.00,veh47,2941.55,938.41,1.21
70.00,veh48,2307.58,736.10,0.96
70.00,veh5,2298.06,733.06,0.96
70.00,veh6,2298.06,733.06,0.96
71.00,veh10,0.00,0.00,0.00
71.00,veh11,3309.79,1055.96,1.31
71.00,veh12,2297.99,733.04,0.96
71.00,veh13,0.00,0.00,0.00
71.00,veh14,3056.18,975.02,1.22
71.00,veh15,3042.39,970.67,1.18
71.00,veh16,3013.96,961.54,1.22
71.00,veh18,3284.66,1048.00,1.24
71.00,veh19,3679.52,1173.92,1.48
71.00,veh2,2298.06,733.06,0.96
71.00,veh20,2441.44,778.84,0.99
71.00,veh21,2298.06,733.06,0.96
71.00,veh27,3395.56,1083.37,1.30
71.00,veh28,0.00,0.00,0.00
71.00,veh29,4907.53,1565.73,2.01
71.00,veh3,2298.06,733.06,0.96
71.00,veh37,3219.70,1027.22,1.27
71.00,veh38,2591.80,826.85,1.03
71.00,veh39,3905.53,1246.01,1.60
71.00,veh4,2298.06,733.06,0.96
71.00,veh47,2773.76,884.89,1.12
71.00,veh48,2498.81,797.12,1.03
71.00,veh5,2298.06,733.06,0.96
71.00,veh6,2298.06,733.06,0.96
72.00,veh10,2104.88,671.54,0.77
72.00,veh11,3941.74,1257.58,1.60
72.00,veh12,2298.06,733.06,0.96
72.00,veh13,2250.50,717.89,0.93
72.00,veh14,2906.65,927.33,1.14
72.00,veh15,3553.98,1133.88,1.41
72.00,veh16,2959.47,944.17,1.18
72.00,veh19,3767.22,1201.91,1.51
72.00,veh2,2298.06,733.06,0.96
72.00,veh20,2575.73,821.70,1.05
72.00,veh21,2288.73,730.08,0.95
72.00,veh27,0.00,0.00,0.00
72.00,veh28,0.00,0.00,0.00
72.00,veh29,0.00,0.00,0.00
72.00,veh3,2298.06,733.06,0.96
72.00,veh37,3099.47,988.88,1.20
72.00,veh38,2751.53,877.82,1.09
72.00,veh39,3484.22,1111.62,1.39
72.00,veh4,2298.06,733.06,0.96
72.00,veh47,3256.45,1038.90,1.33
72.00,veh48,2368.09,755.43,0.97
72.00,veh5,2298.06,733.06,0.96
72.00,veh6,2298.06,733.06,0.96
73.00,veh10,3727.38,1189.16,1.53
73.00,veh11,3985.82,1271.65,1.60
73.00,veh12,2298.06,733.06,0.96
73.00,veh13,2293.75,731.68,0.95
73.00,veh14,3491.64,1113.96,1.41
73.00,veh15,0.00,0.00,0.00
73.00,veh16,3663.44,1168.76,1.50
73.00,veh19,4184.31,1334.98,1.69
73.00,veh2,2298.06,733.06,0.96
73.00,veh20,2485.55,792.93,1.00
73.00,veh21,2340.28,746.54,0.97
73.00,veh27,0.00,0.00,0.00
73.00,veh28,0.00,0.00,0.00
73.00,veh29,2243.31,715.80,0.74
73.00,veh3,2298.06,733.06,0.96
73.00,veh37,3427.23,1093.45,1.35
73.00,veh38,3491.02,1113.75,1.43
73.00,veh39,3391.39,1082.01,1.33
73.00,veh4,2298.06,733.06,0.96
73.00,veh47,3413.47,1089.00,1.40
73.00,veh48,2453.44,782.67,1.00
73.00,veh5,2298.06,733.06,0.96
73.00,veh6,2298.06,733.06,0.96
74.00,veh10,3606.56,1150.63,1.46
74.00,veh11,4008.30,1278.84,1.60
74.00,veh12,2298.06,733.06,0.96
74.00,veh13,2296.67,732.61,0.96
74.00,veh14,2165.73,690.98,0.77
74.00,veh15,0.00,0.00,0.00
74.00,veh16,3181.68,1015.09,1.26
74.00,veh19,4212.09,1343.86,1.69
74.00,veh2,2298.06,733.06,0.96
74.00,veh20,2961.31,944.72,1.21
74.00,veh21,2419.98,771.98,1.00
74.00,veh27,2759.84,880.46,1.11
74.00,veh28,2177.31,694.54,0.90
74.00,veh29,2431.41,775.81,0.83
74.00,veh3,2298.06,733.06,0.96
74.00,veh37,3763.60,1200.77,1.49
74.00,veh38,3163.05,1009.13,1.26
74.00,veh39,0.00,0.00,0.00
74.00,veh4,2298.06,733.06,0.96
74.00,veh47,2845.64,907.87,1.12
74.00,veh48,2780.53,887.03,1.14
74.00,veh49,2298.06,733.06,0.96
74.00,veh5,2298.06,733.06,0.96
74.00,veh6,2298.06,733.06,0.96
75.00,veh10,3230.30,1030.61,1.27
75.00,veh11,4586.06,1463.17,1.86
75.00,veh12,2298.06,733.06,0.96
75.00,veh13,2297.48,732.87,0.96
75.00,veh14,0.00,0.00,0.00
75.00,veh15,2263.49,722.13,0.86
75.00,veh16,3736.00,1191.93,1.51
75.00,veh19,4010.89,1279.68,1.58
75.00,veh2,2298.06,733.06,0.96
75.00,veh20,2684.09,856.30,1.07
75.00,veh21,2404.04,766.90,0.98
75.00,veh27,3067.64,978.67,1.24
75.00,veh28,2295.14,732.13,0.96
75.00,veh29,1263.00,403.06,0.27
75.00,veh3,2298.06,733.06,0.96
75.00,veh37,3948.10,1259.64,1.57
75.00,veh38,3865.30,1233.17,1.58
75.00,veh39,0.00,0.00,0.00
75.00,veh4,2298.06,733.06,0.96
75.00,veh47,3472.78,1107.95,1.40
75.00,veh48,2576.11,821.83,1.04
75.00,veh49,2332.98,744.21,0.97
75.00,veh5,2298.06,733.06,0.96
75.00,veh6,2298.06,733.06,0.96
76.00,veh10,3355.50,1070.56,1.32
76.00,veh11,4979.14,1588.58,2.03
76.00,veh12,2298.06,733.06,0.96
76.00,veh13,2297.66,732.93,0.96
76.00,veh14,1891.79,603.46,0.76
76.00,veh15,3374.20,1076.47,1.38
76.00,veh16,3967.90,1265.93,1.61
76.00,veh2,2298.06,733.06,0.96
76.00,veh20,2995.29,955.58,1.21
76.00,veh21,2512.53,801.52,1.02
76.00,veh27,3104.25,990.35,1.25
76.00,veh28,2391.70,762.94,0.99
76.00,veh29,2705.18,863.14,0.96
76.00,veh3,2298.06,733.06,0.96
76.00,veh37,0.00,0.00,0.00
76.00,veh38,3206.88,1023.14,1.26
76.00,veh39,2631.42,839.48,1.05
76.00,veh4,2298.06,733.06,0.96
76.00,veh47,3444.93,1099.07,1.38
76.00,veh48,2511.42,801.20,1.00
76.00,veh49,2404.79,767.13,0.99
76.00,veh5,2298.06,733.06,0.96
76.00,veh6,2298.06,733.06,0.96
77.00,veh10,3559.02,1135.50,1.40
77.00,veh11,4043.47,1290.10,1.57
77.00,veh12,2298.06,733.06,0.96
77.00,veh13,2298.02,733.05,0.96
77.00,veh14,2282.48,728.09,0.95
77.00,veh15,3041.29,970.28,1.21
77.00,veh16,0.00,0.00,0.00
77.00,veh2,2298.06,733.06,0.96
77.00,veh20,3094.92,987.38,1.24
77.00,veh21,2635.08,840.63,1.07
77.00,veh22,2298.06,733.06,0.96
77.00,veh27,2998.70,956.69,1.19
77.00,veh28,2402.43,766.38,0.99
77.00,veh29,2347.35,748.99,0.79
77.00,veh3,2298.06,733.06,0.96
77.00,veh37,3736.41,1192.05,1.53
77.00,veh38,3714.12,1184.97,1.49
77.00,veh39,2649.51,845.26,1.05
77.00,veh4,2298.06,733.06,0.96
77.00,veh47,3248.41,1036.39,1.27
77.00,veh48,3086.64,984.72,1.26
77.00,veh49,2587.87,825.55,1.07
77.00,veh5,2298.06,733.06,0.96
77.00,veh6,2298.06,733.06,0.96
78.00,veh10,4304.81,1373.43,1.74
78.00,veh11,2195.73,700.64,0.69
78.00,veh12,2298.06,733.06,0.96
78.00,veh13,2298.04,733.05,0.96
78.00,veh14,2297.35,732.83,0.96
78.00,veh15,2966.09,946.30,1.17
78.00,veh16,0.00,0.00,0.00
78.00,veh2,2298.06,733.06,0.96
78.00,veh20,3001.57,957.61,1.19
78.00,veh21,2974.91,949.06,1.22
78.00,veh22,2308.20,736.30,0.96
78.00,veh27,3770.21,1202.83,1.54
78.00,veh28,2636.32,841.01,1.09
78.00,veh29,0.00,0.00,0.00
78.00,veh3,2298.06,733.06,0.96
78.00,veh37,3812.33,1216.29,1.55
78.00,veh38,3319.16,1058.98,1.29
78.00,veh39,3013.00,961.24,1.22
78.00,veh4,2298.06,733.06,0.96
78.00,veh47,4085.18,1303.35,1.66
78.00,veh48,3194.62,1019.18,1.30
78.00,veh49,2550.07,813.50,1.04
78.00,veh5,2298.06,733.06,0.96
78.00,veh6,2298.06,733.06,0.96
79.00,veh10,3467.41,1106.29,1.34
79.00,veh11,2557.52,816.06,0.86
79.00,veh12,2298.06,733.06,0.96
79.00,veh13,2298.06,733.06,0.96
79.00,veh14,2297.85,732.99,0.96
79.00,veh15,0.00,0.00,0.00
79.00,veh16,0.00,0.00,0.00
79.00,veh2,2298.06,733.06,0.96
79.00,veh20,3649.69,1164.39,1.48
79.00,veh21,2669.29,851.57,1.07
79.00,veh22,2360.20,752.90,0.97
79.00,veh27,3415.80,1089.78,1.36
79.00,veh28,2420.21,772.07,0.98
79.00,veh29,0.00,0.00,0.00
79.00,veh3,2298.06,733.06,0.96
79.00,veh37,3738.93,1192.88,1.50
79.00,veh38,4371.67,1394.76,1.78
79.00,veh39,2696.43,860.25,1.06
79.00,veh4,2298.06,733.06,0.96
79.00,veh47,0.00,0.00,0.00
79.00,veh48,3347.69,1068.02,1.36
79.00,veh49,2844.98,907.60,1.17
79.00,veh5,2298.06,733.06,0.96
79.00,veh6,2298.06,733.06,0.96
80.00,veh11,0.00,0.00,0.00
80.00,veh12,2298.06,733.06,0.96
80.00,veh13,2298.06,733.06,0.96
80.00,veh14,2297.97,733.03,0.96
80.00,veh15,0.00,0.00,0.00
80.00,veh16,3141.20,1002.13,1.28
80.00,veh2,2298.06,733.06,0.96
80.00,veh20,3441.45,1097.97,1.37
80.00,veh21,2750.28,877.42,1.10
80.00,veh22,2401.86,766.20,0.98
80.00,veh27,3533.35,1127.29,1.41
80.00,veh28,2748.40,876.79,1.12
80.00,veh29,0.00,0.00,0.00
80.00,veh3,2298.06,733.06,0.96
80.00,veh37,3730.71,1190.27,1.48
80.00,veh38,4949.77,1579.20,2.03
80.00,veh39,3472.30,1107.78,1.41
80.00,veh4,2298.06,733.06,0.96
80.00,veh47,2742.39,874.92,1.07
80.00,veh48,3703.76,1181.63,1.51
80.00,veh49,2743.87,875.35,1.11
80.00,veh5,2298.06,733.06,0.96
80.00,veh6,2298.06,733.06,0.96
81.00,veh11,2846.25,908.17,1.00
81.00,veh12,2298.06,733.06,0.96
81.00,veh13,2298.06,733.06,0.96
81.00,veh14,2298.02,733.04,0.96
81.00,veh15,2294.13,731.80,0.95
81.00,veh16,3001.67,957.63,1.20
81.00,veh2,2298.06,733.06,0.96
81.00,veh20,3145.88,1003.68,1.22
81.00,veh21,2729.47,870.79,1.08
81.00,veh22,2564.24,818.02,1.05
81.00,veh27,4262.54,1359.93,1.74
81.00,veh28,2696.80,860.34,1.09
81.00,veh29,2620.75,836.08,1.04
81.00,veh3,2298.06,733.06,0.96
81.00,veh37,4470.64,1426.34,1.82
81.00,veh38,3671.26,1171.34,1.41
81.00,veh39,2917.97,930.95,1.14
81.00,veh4,2298.06,733.06,0.96
81.00,veh47,1989.52,634.74,0.71
81.00,veh48,3557.52,1134.99,1.43
81.00,veh49,3230.54,1030.62,1.33
81.00,veh5,2298.06,733.06,0.96
81.00,veh6,2298.06,733.06,0.96
82.00,veh12,2298.06,733.06,0.96
82.00,veh13,2298.06,733.06,0.96
82.00,veh14,2298.04,733.05,0.96
82.00,veh15,2296.92,732.69,0.96
82.00,veh16,2876.26,917.63,1.13
82.00,veh2,2298.06,733.06,0.96
82.00,veh20,3236.03,1032.45,1.26
82.00,veh21,3320.10,1059.22,1.35
82.00,veh22,2589.90,826.21,1.05
82.00,veh23,2298.06,733.06,0.96
82.00,veh27,4703.47,1500.61,1.93
82.00,veh28,3129.47,998.38,1.28
82.00,veh29,2466.02,786.73,0.96
82.00,veh3,2298.06,733.06,0.96
82.00,veh37,4814.07,1535.91,1.97
82.00,veh38,4965.29,1584.17,2.01
82.00,veh39,3100.49,989.19,1.22
82.00,veh4,2298.06,733.06,0.96
82.00,veh47,3685.66,1175.85,1.51
82.00,veh48,4101.37,1308.50,1.67
82.00,veh49,3248.90,1036.50,1.32
82.00,veh5,2298.06,733.06,0.96
82.00,veh6,2298.06,733.06,0.96
83.00,veh12,2298.06,733.06,0.96
83.00,veh13,2298.06,733.06,0.96
83.00,veh14,2298.06,733.06,0.96
83.00,veh15,2297.98,733.03,0.96
83.00,veh16,0.00,0.00,0.00
83.00,veh2,2298.06,733.06,0.96
83.00,veh20,3632.56,1158.96,1.43
83.00,veh21,2927.29,933.92,1.15
83.00,veh22,2683.50,856.08,1.09
83.00,veh23,2363.77,754.03,0.98
83.00,veh27,3941.04,1257.40,1.55
83.00,veh28,2699.71,861.29,1.07
83.00,veh29,2710.59,864.76,1.07
83.00,veh3,2298.06,733.06,0.96
83.00,veh37,3979.26,1269.60,1.56
83.00,veh38,5185.94,1654.58,2.10
83.00,veh39,3732.83,1190.93,1.51
83.00,veh4,2298.06,733.06,0.96
83.00,veh47,3862.17,1232.18,1.58
83.00,veh48,4452.98,1420.69,1.83
83.00,veh49,3398.46,1084.22,1.38
83.00,veh5,2298.06,733.06,0.96
83.00,veh6,2298.06,733.06,0.96
84.00,veh12,2298.06,733.06,0.96
84.00,veh13,2298.06,733.06,0.96
84.00,veh14,2298.06,733.06,0.96
84.00,veh15,2298.02,733.04,0.96
84.00,veh16,2034.43,648.96,0.83
84.00,veh2,2298.06,733.06,0.96
84.00,veh20,3419.65,1091.05,1.32
84.00,veh21,3562.41,1136.54,1.44
84.00,veh22,2591.74,826.82,1.04
84.00,veh23,2470.97,788.24,1.02
84.00,veh28,3384.28,1079.69,1.38
84.00,veh29,2881.03,919.14,1.14
84.00,veh3,2298.06,733.06,0.96
84.00,veh37,0.00,0.00,0.00
84.00,veh38,3460.55,1104.16,1.27
84.00,veh39,3738.68,1192.81,1.49
84.00,veh4,2298.06,733.06,0.96
84.00,veh47,3247.20,1036.00,1.27
84.00,veh48,0.00,0.00,0.00
84.00,veh49,3833.12,1222.90,1.57
84.00,veh5,2298.06,733.06,0.96
84.00,veh6,2298.06,733.06,0.96
85.00,veh12,2298.06,733.06,0.96
85.00,veh13,2298.06,733.06,0.96
85.00,veh14,2298.06,733.06,0.96
85.00,veh15,2298.06,733.06,0.96
85.00,veh16,2296.84,732.67,0.96
85.00,veh2,2298.06,733.06,0.96
85.00,veh20,4120.52,1314.65,1.64
85.00,veh21,3020.12,963.55,1.17
85.00,veh22,3225.57,1029.04,1.33
85.00,veh23,2600.10,829.45,1.07
85.00,veh28,2945.62,939.76,1.16
85.00,veh29,3077.60,981.86,1.23
85.00,veh3,2298.06,733.06,0.96
85.00,veh37,0.00,0.00,0.00
85.00,veh38,0.00,0.00,0.00
85.00,veh39,3968.86,1266.25,1.59
85.00,veh4,2298.06,733.06,0.96
85.00,veh47,3806.50,1214.44,1.53
85.00,veh48,1713.69,546.74,0.59
85.00,veh49,3510.32,1119.94,1.41
85.00,veh5,2298.06,733.06,0.96
85.00,veh6,2298.06,733.06,0.96
86.00,veh12,2298.06,733.06,0.96
86.00,veh13,2298.06,733.06,0.96
86.00,veh14,2298.06,733.06,0.96
86.00,veh15,2298.04,733.05,0.96
86.00,veh16,2297.68,732.94,0.96
86.00,veh2,2298.06,733.06,0.96
86.00,veh20,4172.79,1331.34,1.65
86.00,veh21,3283.25,1047.51,1.29
86.00,veh22,2838.11,905.44,1.13
86.00,veh23,2655.75,847.22,1.09
86.00,veh24,2298.06,733.06,0.96
86.00,veh28,3583.17,1143.16,1.45
86.00,veh29,3551.70,1133.12,1.44
86.00,veh3,2298.06,733.06,0.96
86.00,veh37,0.00,0.00,0.00
86.00,veh38,2083.11,664.73,0.62
